2022-06-19/23:23:44		 phishing_20220619_232117.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:35		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:36		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:37		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:38		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:39		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:40		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:41		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:42		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:43		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:44		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:45		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:46		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:47		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:48		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:49		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:50		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:51		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:52		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:53		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:54		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:55		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:56		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:56		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:57		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:57		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:58		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:58		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:59		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:21:59		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:00		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:00		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:01		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:01		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:02		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:02		 phising_08012020_120000.csv: File loaded successfully!!
2022-06-20/01:22:03		 phising_08012020_120000.csv: File loaded successfully!!
